import time: self [us] | cumulative | imported package
import time:      3467 |      24726 |                               scipy._lib.uarray
import time:      8407 |      33132 |                             scipy.fft._basic
import time:      4733 |       4733 |                             scipy.fft._realtransforms
import time:      1649 |       1649 |                               scipy.fft._fftlog_backend
import time:      2170 |       3819 |                             scipy.fft._fftlog
import time:     18832 |      18832 |                                   scipy.fft._pocketfft.pypocketfft
import time:      1257 |       1257 |                                   scipy.fft._pocketfft.helper
import time:      2628 |      22716 |                                 scipy.fft._pocketfft.basic
import time:      1323 |       1323 |                                 scipy.fft._pocketfft.realtransforms
import time:      2236 |      26275 |                               scipy.fft._pocketfft
import time:      2567 |      28841 |                             scipy.fft._helper
import time:      1597 |       1597 |                               scipy.fft._basic_backend
import time:       784 |        784 |                               scipy.fft._realtransforms_backend
import time:      2805 |       5184 |                             scipy.fft._backend
import time:      2377 |      78084 |                           scipy.fft
import time:     18185 |      96269 |                         scipy.linalg._decomp_interpolative
import time:      1663 |      97931 |                       scipy.linalg.interpolative
import time:      4222 |     102152 |                     scipy.optimize._remove_redundancy
import time:      2468 |     104619 |                   scipy.optimize._linprog_util
import time:      2546 |       2546 |                   sksparse
import time:       997 |        997 |                     scikits
import time:       129 |       1125 |                   scikits.umfpack
import time:      1485 |     109774 |                 scipy.optimize._linprog_ip
import time:      2256 |       2256 |                 scipy.optimize._linprog_simplex
import time:     32103 |      32103 |                   scipy.optimize._bglu_dense
import time:      4078 |      36181 |                 scipy.optimize._linprog_rs
import time:      2728 |       2728 |                 scipy.optimize._linprog_doc
import time:      1435 |     197289 |               scipy.optimize._linprog
import time:     26162 |      26162 |               scipy.optimize._lsap
import time:     20473 |      20473 |               scipy.optimize._differentialevolution
import time:     20344 |      20344 |                 scipy.optimize._pava_pybind
import time:      8302 |      28645 |               scipy.optimize._isotonic
import time:      3440 |       3440 |                   scipy.optimize._shgo_lib
import time:     21514 |      21514 |                     _decimal
import time:      1104 |      22618 |                   decimal
import time:      3311 |       3311 |                   scipy.optimize._shgo_lib._vertex
import time:      3814 |      33182 |                 scipy.optimize._shgo_lib._complex
import time:      3318 |      36499 |               scipy.optimize._shgo
import time:     13007 |      13007 |               scipy.optimize._dual_annealing
import time:      2795 |       2795 |               scipy.optimize._qap
import time:     19353 |      19353 |                 scipy.optimize._direct
import time:      1087 |      20439 |               scipy.optimize._direct_py
import time:      1754 |       1754 |               scipy.optimize._milp
import time:       593 |        593 |               scipy.optimize.cobyla
import time:       438 |        438 |               scipy.optimize.lbfgsb
import time:       415 |        415 |               scipy.optimize.linesearch
import time:      2754 |       2754 |               scipy.optimize.minpack
